week,sku,weekly_sales,feat_main_page,color,price,vendor,funct.numb,functionality
8/27/2018,9,31,TRUE,black,173.99,9,11,Fitness trackers
9/3/2018,9,50,FALSE,black,168.81,9,11,Fitness trackers
9/10/2018,9,26,TRUE,black,175.99,9,11,Fitness trackers
9/17/2018,9,20,FALSE,black,173.83,9,11,Fitness trackers
9/24/2018,9,48,TRUE,black,174.17,9,11,Fitness trackers
10/31/2016,10,8,TRUE,white,186.99,9,10,VR headset
11/7/2016,10,7,TRUE,white,189.33,9,10,VR headset
11/14/2016,10,3,TRUE,white,186.99,9,10,VR headset
11/21/2016,10,8,TRUE,white,186.99,9,10,VR headset
11/28/2016,10,8,TRUE,white,185.99,9,10,VR headset
12/5/2016,10,11,TRUE,white,181.57,9,10,VR headset
12/12/2016,10,5,TRUE,white,185.99,9,10,VR headset
12/19/2016,10,8,TRUE,white,184.99,9,10,VR headset
12/26/2016,10,9,TRUE,white,184.99,9,10,VR headset
1/2/2017,10,10,TRUE,white,178.61,9,10,VR headset
1/9/2017,10,7,TRUE,white,184.99,9,10,VR headset
1/16/2017,10,8,TRUE,white,186.99,9,10,VR headset
1/23/2017,10,6,TRUE,white,186.99,9,10,VR headset
1/30/2017,10,10,TRUE,white,186.99,9,10,VR headset
2/6/2017,10,10,TRUE,white,183.41,9,10,VR headset
2/13/2017,10,8,TRUE,white,186.16,9,10,VR headset
2/20/2017,10,5,TRUE,white,185.32,9,10,VR headset
2/27/2017,10,4,TRUE,white,184.99,9,10,VR headset
3/6/2017,10,6,TRUE,white,186.99,9,10,VR headset
3/13/2017,10,11,TRUE,white,182.49,9,10,VR headset
3/20/2017,10,7,TRUE,white,185.99,9,10,VR headset
3/27/2017,10,10,TRUE,white,182.14,9,10,VR headset
4/3/2017,10,17,TRUE,white,184.27,9,10,VR headset
4/10/2017,10,13,TRUE,white,184.99,9,10,VR headset
4/17/2017,10,11,TRUE,white,189.13,9,10,VR headset
4/24/2017,10,8,TRUE,white,184.99,9,10,VR headset
5/1/2017,10,15,TRUE,white,140.24,9,10,VR headset
5/8/2017,10,9,TRUE,white,130.89,9,10,VR headset
5/15/2017,10,15,TRUE,white,152.99,9,10,VR headset
5/22/2017,10,13,TRUE,white,143.06,9,10,VR headset
5/29/2017,10,12,TRUE,white,185.99,9,10,VR headset
6/5/2017,10,8,TRUE,white,188.19,9,10,VR headset
6/12/2017,10,8,TRUE,white,188.62,9,10,VR headset
6/19/2017,10,12,TRUE,white,187.46,9,10,VR headset
6/26/2017,10,7,FALSE,white,189.39,9,10,VR headset
7/3/2017,10,29,TRUE,white,178.76,9,10,VR headset
7/10/2017,10,16,TRUE,white,188.68,9,10,VR headset
7/17/2017,10,8,TRUE,white,191.49,9,10,VR headset
7/24/2017,10,16,TRUE,white,184.27,9,10,VR headset
7/31/2017,10,21,TRUE,white,186.88,9,10,VR headset
8/7/2017,10,16,TRUE,white,185.99,9,10,VR headset
8/14/2017,10,15,TRUE,white,185.99,9,10,VR headset
8/21/2017,10,15,TRUE,white,183.95,9,10,VR headset
8/28/2017,10,14,TRUE,white,187.84,9,10,VR headset
9/4/2017,10,16,TRUE,white,180.31,9,10,VR headset
9/11/2017,10,15,TRUE,white,181.94,9,10,VR headset
9/18/2017,10,24,TRUE,white,192.33,9,10,VR headset
9/25/2017,10,18,TRUE,white,187.36,9,10,VR headset
10/2/2017,10,6,TRUE,white,197.99,9,10,VR headset
10/9/2017,10,13,TRUE,white,197.99,9,10,VR headset
10/16/2017,10,5,TRUE,white,196.99,9,10,VR headset
10/23/2017,10,7,FALSE,white,197.99,9,10,VR headset
10/30/2017,10,10,FALSE,white,196.99,9,10,VR headset
11/6/2017,10,12,FALSE,white,196.99,9,10,VR headset
11/13/2017,10,15,FALSE,white,195.99,9,10,VR headset
11/20/2017,10,11,FALSE,white,195.99,9,10,VR headset
11/27/2017,10,5,FALSE,white,196.99,9,10,VR headset
12/4/2017,10,8,FALSE,white,197.99,9,10,VR headset
12/11/2017,10,16,FALSE,white,196.99,9,10,VR headset
12/18/2017,10,13,FALSE,white,195.99,9,10,VR headset
12/25/2017,10,12,FALSE,white,195.99,9,10,VR headset
1/1/2018,10,7,FALSE,white,197.99,9,10,VR headset
1/8/2018,10,16,FALSE,white,196.99,9,10,VR headset
1/15/2018,10,10,FALSE,white,196.99,9,10,VR headset
1/22/2018,10,7,FALSE,white,195.99,9,10,VR headset
1/29/2018,10,14,TRUE,white,197.99,9,10,VR headset
2/5/2018,10,12,FALSE,white,168.7,9,10,VR headset
2/12/2018,10,11,TRUE,white,195.99,9,10,VR headset
2/19/2018,10,18,TRUE,white,196.94,9,10,VR headset
2/26/2018,10,12,TRUE,white,197.99,9,10,VR headset
3/5/2018,10,13,TRUE,white,195.99,9,10,VR headset
3/12/2018,10,14,TRUE,white,194.41,9,10,VR headset
3/19/2018,10,13,TRUE,white,197.99,9,10,VR headset
3/26/2018,10,16,TRUE,white,195.99,9,10,VR headset
4/2/2018,10,15,TRUE,white,195.99,9,10,VR headset
4/9/2018,10,10,TRUE,white,197.99,9,10,VR headset
4/16/2018,10,13,TRUE,white,195.42,9,10,VR headset
4/23/2018,10,11,TRUE,white,196.99,9,10,VR headset
4/30/2018,10,14,TRUE,white,195.99,9,10,VR headset
5/7/2018,10,21,TRUE,white,196.99,9,10,VR headset
5/14/2018,10,20,TRUE,white,195.99,9,10,VR headset
5/21/2018,10,12,FALSE,white,195.99,9,10,VR headset
5/28/2018,10,16,TRUE,white,196.99,9,10,VR headset
6/4/2018,10,16,FALSE,white,195.99,9,10,VR headset
6/11/2018,10,15,FALSE,white,197.99,9,10,VR headset
6/18/2018,10,18,TRUE,white,196.77,9,10,VR headset
6/25/2018,10,33,TRUE,white,197.58,9,10,VR headset
7/2/2018,10,12,TRUE,white,197.99,9,10,VR headset
7/9/2018,10,16,FALSE,white,191.67,9,10,VR headset
7/16/2018,10,29,TRUE,white,187.11,9,10,VR headset
7/23/2018,10,37,FALSE,white,187.58,9,10,VR headset
7/30/2018,10,75,TRUE,white,189.7,9,10,VR headset
8/6/2018,10,29,TRUE,white,196.3,9,10,VR headset
8/13/2018,10,25,TRUE,white,195.06,9,10,VR headset
8/20/2018,10,20,FALSE,white,195.52,9,10,VR headset
8/27/2018,10,26,TRUE,white,195.99,9,10,VR headset
9/3/2018,10,18,TRUE,white,192.57,9,10,VR headset
9/10/2018,10,43,FALSE,white,183.26,9,10,VR headset
9/17/2018,10,41,FALSE,white,179.82,9,10,VR headset
9/24/2018,10,42,FALSE,white,192.13,9,10,VR headset
10/31/2016,11,28,FALSE,black,32.99,10,1,Streaming sticks
11/7/2016,11,24,FALSE,black,32.99,10,1,Streaming sticks
11/14/2016,11,17,FALSE,black,31.99,10,1,Streaming sticks
11/21/2016,11,17,FALSE,black,30.99,10,1,Streaming sticks
11/28/2016,11,31,FALSE,black,30.99,10,1,Streaming sticks
12/5/2016,11,19,FALSE,black,30.99,10,1,Streaming sticks
12/12/2016,11,19,FALSE,black,29.31,10,1,Streaming sticks
12/19/2016,11,21,FALSE,black,32.35,10,1,Streaming sticks
12/26/2016,11,16,FALSE,black,30.05,10,1,Streaming sticks
1/2/2017,11,17,FALSE,black,31.99,10,1,Streaming sticks
1/9/2017,11,31,FALSE,black,30.79,10,1,Streaming sticks
1/16/2017,11,39,FALSE,black,32.99,10,1,Streaming sticks
1/23/2017,11,19,FALSE,black,30.99,10,1,Streaming sticks
1/30/2017,11,11,FALSE,black,32.99,10,1,Streaming sticks
2/6/2017,11,18,FALSE,black,31.99,10,1,Streaming sticks
2/13/2017,11,18,FALSE,black,31.99,10,1,Streaming sticks
2/20/2017,11,28,FALSE,black,31.99,10,1,Streaming sticks
2/27/2017,11,10,FALSE,black,31.85,10,1,Streaming sticks
3/6/2017,11,8,FALSE,black,32.99,10,1,Streaming sticks
3/13/2017,11,11,FALSE,black,32.43,10,1,Streaming sticks
3/20/2017,11,18,FALSE,black,30.99,10,1,Streaming sticks
3/27/2017,11,16,FALSE,black,32.99,10,1,Streaming sticks
4/3/2017,11,8,FALSE,black,31.99,10,1,Streaming sticks
4/10/2017,11,23,FALSE,black,31.99,10,1,Streaming sticks
4/17/2017,11,27,FALSE,black,30.99,10,1,Streaming sticks
4/24/2017,11,14,FALSE,black,30.99,10,1,Streaming sticks
5/1/2017,11,273,FALSE,black,30.99,10,1,Streaming sticks
5/8/2017,11,14,FALSE,black,32.99,10,1,Streaming sticks
5/15/2017,11,19,FALSE,black,30.99,10,1,Streaming sticks
5/22/2017,11,14,FALSE,black,31.99,10,1,Streaming sticks
5/29/2017,11,25,FALSE,black,31.99,10,1,Streaming sticks
6/5/2017,11,21,FALSE,black,31.99,10,1,Streaming sticks
6/12/2017,11,114,FALSE,black,32.99,10,1,Streaming sticks
6/19/2017,11,12,FALSE,black,31.4,10,1,Streaming sticks
6/26/2017,11,18,FALSE,black,30.99,10,1,Streaming sticks
7/3/2017,11,14,FALSE,black,30.99,10,1,Streaming sticks
7/10/2017,11,121,FALSE,black,27.86,10,1,Streaming sticks
7/17/2017,11,174,FALSE,black,27.49,10,1,Streaming sticks
7/24/2017,11,93,FALSE,black,27.49,10,1,Streaming sticks
7/31/2017,11,31,FALSE,black,26.49,10,1,Streaming sticks
8/7/2017,11,114,TRUE,black,26.49,10,1,Streaming sticks
8/14/2017,11,132,FALSE,black,22.54,10,1,Streaming sticks
8/21/2017,11,27,FALSE,black,27.25,10,1,Streaming sticks
8/28/2017,11,23,FALSE,black,29.25,10,1,Streaming sticks
9/4/2017,11,7,FALSE,black,29.25,10,1,Streaming sticks
9/11/2017,11,68,FALSE,black,27.25,10,1,Streaming sticks
9/18/2017,11,27,FALSE,black,27.25,10,1,Streaming sticks
9/25/2017,11,28,FALSE,black,28.12,10,1,Streaming sticks
10/2/2017,11,13,FALSE,black,30.17,10,1,Streaming sticks
10/9/2017,11,20,FALSE,black,28.44,10,1,Streaming sticks
10/16/2017,11,79,FALSE,black,29.29,10,1,Streaming sticks
10/23/2017,11,102,FALSE,black,32.37,10,1,Streaming sticks
10/30/2017,11,13,FALSE,black,31.66,10,1,Streaming sticks
11/6/2017,11,51,FALSE,black,28.69,10,1,Streaming sticks
11/13/2017,11,87,FALSE,black,27.69,10,1,Streaming sticks
11/20/2017,11,36,FALSE,black,27.86,10,1,Streaming sticks
11/27/2017,11,53,FALSE,black,28.69,10,1,Streaming sticks
12/4/2017,11,11,FALSE,black,25.98,10,1,Streaming sticks
12/11/2017,11,41,FALSE,black,27.69,10,1,Streaming sticks
12/18/2017,11,155,FALSE,black,29.69,10,1,Streaming sticks
12/25/2017,11,67,FALSE,black,27.69,10,1,Streaming sticks
1/1/2018,11,22,FALSE,black,29.69,10,1,Streaming sticks
1/8/2018,11,93,FALSE,black,28.74,10,1,Streaming sticks
1/15/2018,11,61,FALSE,black,30.45,10,1,Streaming sticks
1/22/2018,11,20,FALSE,black,29.45,10,1,Streaming sticks
1/29/2018,11,18,FALSE,black,31.45,10,1,Streaming sticks
2/5/2018,11,77,FALSE,black,30.45,10,1,Streaming sticks
2/12/2018,11,22,FALSE,black,30.45,10,1,Streaming sticks
2/19/2018,11,27,FALSE,black,30.45,10,1,Streaming sticks
2/26/2018,11,24,FALSE,black,31.08,10,1,Streaming sticks
3/5/2018,11,30,FALSE,black,29.45,10,1,Streaming sticks
3/12/2018,11,35,FALSE,black,31.45,10,1,Streaming sticks
3/19/2018,11,24,FALSE,black,30.29,10,1,Streaming sticks
3/26/2018,11,304,FALSE,black,23.23,10,1,Streaming sticks
4/2/2018,11,208,FALSE,black,17.91,10,1,Streaming sticks
4/9/2018,11,109,FALSE,black,28.17,10,1,Streaming sticks
4/16/2018,11,26,FALSE,black,29.45,10,1,Streaming sticks
4/23/2018,11,32,FALSE,black,30.45,10,1,Streaming sticks
4/30/2018,11,34,FALSE,black,31.37,10,1,Streaming sticks
5/7/2018,11,140,FALSE,black,30.45,10,1,Streaming sticks
5/14/2018,11,30,FALSE,black,30.34,10,1,Streaming sticks
5/21/2018,11,28,FALSE,black,30.45,10,1,Streaming sticks
5/28/2018,11,106,FALSE,black,30.45,10,1,Streaming sticks
6/4/2018,11,41,FALSE,black,23.9,10,1,Streaming sticks
6/11/2018,11,34,FALSE,black,37.56,10,1,Streaming sticks
6/18/2018,11,26,FALSE,black,30.55,10,1,Streaming sticks
6/25/2018,11,168,FALSE,black,17.64,10,1,Streaming sticks
7/2/2018,11,231,FALSE,black,20.45,10,1,Streaming sticks
7/9/2018,11,37,FALSE,black,27.92,10,1,Streaming sticks
7/16/2018,11,34,FALSE,black,30.14,10,1,Streaming sticks
7/23/2018,11,39,FALSE,black,21.37,10,1,Streaming sticks
7/30/2018,11,167,FALSE,black,20.05,10,1,Streaming sticks
8/6/2018,11,114,FALSE,black,19,10,1,Streaming sticks
8/13/2018,11,95,FALSE,black,18.1,10,1,Streaming sticks
8/20/2018,11,156,FALSE,black,21.46,10,1,Streaming sticks
8/27/2018,11,42,FALSE,black,21.99,10,1,Streaming sticks
9/3/2018,11,55,FALSE,black,19.28,10,1,Streaming sticks
9/10/2018,11,54,FALSE,black,19.61,10,1,Streaming sticks
9/17/2018,11,179,FALSE,black,19.04,10,1,Streaming sticks
9/24/2018,11,135,FALSE,black,21.76,10,1,Streaming sticks
10/31/2016,12,11,FALSE,black,63.99,6,1,Streaming sticks
11/7/2016,12,9,FALSE,black,63.99,6,1,Streaming sticks
11/14/2016,12,8,FALSE,black,63.99,6,1,Streaming sticks
11/21/2016,12,51,TRUE,black,41.59,6,1,Streaming sticks
11/28/2016,12,23,TRUE,black,45.31,6,1,Streaming sticks
12/5/2016,12,8,FALSE,black,135.91,6,1,Streaming sticks
12/12/2016,12,37,TRUE,black,42.99,6,1,Streaming sticks
12/19/2016,12,27,TRUE,black,53.55,6,1,Streaming sticks
12/26/2016,12,8,FALSE,black,88.74,6,1,Streaming sticks
1/2/2017,12,178,TRUE,black,30.99,6,1,Streaming sticks
1/9/2017,12,750,TRUE,black,32.01,6,1,Streaming sticks
1/16/2017,12,16,TRUE,black,50.79,6,1,Streaming sticks
1/23/2017,12,26,TRUE,black,44.26,6,1,Streaming sticks
1/30/2017,12,13,TRUE,black,61.68,6,1,Streaming sticks
2/6/2017,12,12,FALSE,black,65.99,6,1,Streaming sticks
2/13/2017,12,18,FALSE,black,63.49,6,1,Streaming sticks
2/20/2017,12,13,FALSE,black,59.1,6,1,Streaming sticks
2/27/2017,12,32,TRUE,black,43.99,6,1,Streaming sticks
3/6/2017,12,11,FALSE,black,63.99,6,1,Streaming sticks
3/13/2017,12,23,TRUE,black,43.99,6,1,Streaming sticks
3/20/2017,12,20,TRUE,black,41.99,6,1,Streaming sticks
3/27/2017,12,9,FALSE,black,60.7,6,1,Streaming sticks
4/3/2017,12,13,FALSE,black,63.83,6,1,Streaming sticks
4/10/2017,12,14,FALSE,black,63.02,6,1,Streaming sticks
4/17/2017,12,11,FALSE,black,65.13,6,1,Streaming sticks
4/24/2017,12,6,FALSE,black,59.92,6,1,Streaming sticks
5/1/2017,12,15,FALSE,black,57.28,6,1,Streaming sticks
5/8/2017,12,7,FALSE,black,56.75,6,1,Streaming sticks
5/15/2017,12,14,FALSE,black,54.37,6,1,Streaming sticks
5/22/2017,12,13,FALSE,black,57.49,6,1,Streaming sticks
5/29/2017,12,5,FALSE,black,63.99,6,1,Streaming sticks
6/5/2017,12,12,FALSE,black,63.26,6,1,Streaming sticks
6/12/2017,12,13,FALSE,black,65.99,6,1,Streaming sticks
6/19/2017,12,12,FALSE,black,63.81,6,1,Streaming sticks
6/26/2017,12,13,FALSE,black,62.67,6,1,Streaming sticks
7/3/2017,12,10,FALSE,black,62.76,6,1,Streaming sticks
7/10/2017,12,13,FALSE,black,61.68,6,1,Streaming sticks
7/17/2017,12,14,FALSE,black,63.82,6,1,Streaming sticks
7/24/2017,12,14,FALSE,black,64.61,6,1,Streaming sticks
7/31/2017,12,6,FALSE,black,53.96,6,1,Streaming sticks
8/7/2017,12,13,FALSE,black,60.79,6,1,Streaming sticks
8/14/2017,12,16,FALSE,black,59.43,6,1,Streaming sticks
8/21/2017,12,19,FALSE,black,62.39,6,1,Streaming sticks
8/28/2017,12,11,FALSE,black,61.27,6,1,Streaming sticks
9/4/2017,12,21,FALSE,black,33.49,6,1,Streaming sticks
9/11/2017,12,579,TRUE,black,31.96,6,1,Streaming sticks
9/18/2017,12,14,FALSE,black,51.24,6,1,Streaming sticks
9/25/2017,12,16,TRUE,black,51.2,6,1,Streaming sticks
10/2/2017,12,12,TRUE,black,46.92,6,1,Streaming sticks
10/9/2017,12,10,FALSE,black,63.5,6,1,Streaming sticks
10/16/2017,12,19,FALSE,black,62.4,6,1,Streaming sticks
10/23/2017,12,12,FALSE,black,64.92,6,1,Streaming sticks
10/30/2017,12,5,FALSE,black,65.99,6,1,Streaming sticks
11/6/2017,12,14,FALSE,black,54.99,6,1,Streaming sticks
11/13/2017,12,10,FALSE,black,43.99,6,1,Streaming sticks
11/20/2017,12,69,FALSE,black,46.66,6,1,Streaming sticks
11/27/2017,12,34,FALSE,black,44.13,6,1,Streaming sticks
12/4/2017,12,10,FALSE,black,60.61,6,1,Streaming sticks
12/11/2017,12,10,FALSE,black,64.56,6,1,Streaming sticks
12/18/2017,12,8,FALSE,black,66.97,6,1,Streaming sticks
12/25/2017,12,9,FALSE,black,64.13,6,1,Streaming sticks
1/1/2018,12,31,FALSE,black,46.94,6,1,Streaming sticks
1/8/2018,12,86,FALSE,black,34.03,6,1,Streaming sticks
1/15/2018,12,18,FALSE,black,53.99,6,1,Streaming sticks
1/22/2018,12,9,FALSE,black,65.99,6,1,Streaming sticks
1/29/2018,12,17,FALSE,black,60.28,6,1,Streaming sticks
2/5/2018,12,22,FALSE,black,54.3,6,1,Streaming sticks
2/12/2018,12,11,FALSE,black,53.99,6,1,Streaming sticks
2/19/2018,12,33,FALSE,black,41.99,6,1,Streaming sticks
2/26/2018,12,38,FALSE,black,41.99,6,1,Streaming sticks
3/5/2018,12,31,TRUE,black,67.13,6,1,Streaming sticks
3/12/2018,12,24,FALSE,black,64.99,6,1,Streaming sticks
3/19/2018,12,30,FALSE,black,65.99,6,1,Streaming sticks
3/26/2018,12,45,TRUE,black,62.52,6,1,Streaming sticks
4/2/2018,12,44,FALSE,black,41.99,6,1,Streaming sticks
4/9/2018,12,37,FALSE,black,44.72,6,1,Streaming sticks
4/16/2018,12,16,FALSE,black,64.99,6,1,Streaming sticks
4/23/2018,12,20,FALSE,black,65.99,6,1,Streaming sticks
4/30/2018,12,23,FALSE,black,65.89,6,1,Streaming sticks
5/7/2018,12,33,FALSE,black,65.37,6,1,Streaming sticks
5/14/2018,12,28,FALSE,black,63.68,6,1,Streaming sticks
5/21/2018,12,29,FALSE,black,67.53,6,1,Streaming sticks
5/28/2018,12,107,FALSE,black,32.11,6,1,Streaming sticks
6/4/2018,12,249,TRUE,black,31.99,6,1,Streaming sticks
6/11/2018,12,58,FALSE,black,43.65,6,1,Streaming sticks
6/18/2018,12,42,TRUE,black,43.65,6,1,Streaming sticks
6/25/2018,12,40,FALSE,black,44.65,6,1,Streaming sticks
7/2/2018,12,25,FALSE,black,44.65,6,1,Streaming sticks
7/9/2018,12,25,FALSE,black,50.1,6,1,Streaming sticks
7/16/2018,12,43,FALSE,black,44.43,6,1,Streaming sticks
7/23/2018,12,31,FALSE,black,42.99,6,1,Streaming sticks
7/30/2018,12,31,TRUE,black,64.45,6,1,Streaming sticks
8/6/2018,12,19,FALSE,black,61.89,6,1,Streaming sticks
8/13/2018,12,35,TRUE,black,65.26,6,1,Streaming sticks
8/20/2018,12,19,FALSE,black,63.99,6,1,Streaming sticks
8/27/2018,12,23,FALSE,black,64.99,6,1,Streaming sticks
9/3/2018,12,23,FALSE,black,39.59,6,1,Streaming sticks
9/10/2018,12,115,FALSE,black,30.97,6,1,Streaming sticks
9/17/2018,12,19,FALSE,black,64.26,6,1,Streaming sticks
9/24/2018,12,12,FALSE,black,65.99,6,1,Streaming sticks
10/31/2016,13,10,FALSE,black,27.69,10,9,Smartphone stands
11/7/2016,13,10,FALSE,black,29.69,10,9,Smartphone stands
11/14/2016,13,11,FALSE,black,29.69,10,9,Smartphone stands
11/21/2016,13,14,FALSE,black,27.79,10,9,Smartphone stands
11/28/2016,13,9,FALSE,black,24.8,10,9,Smartphone stands
12/5/2016,13,13,FALSE,black,27.06,10,9,Smartphone stands
12/12/2016,13,18,FALSE,black,25.79,10,9,Smartphone stands
12/19/2016,13,7,FALSE,black,27.81,10,9,Smartphone stands
12/26/2016,13,17,FALSE,black,25.43,10,9,Smartphone stands
1/2/2017,13,10,FALSE,black,28.69,10,9,Smartphone stands
1/9/2017,13,12,FALSE,black,24.79,10,9,Smartphone stands
1/16/2017,13,14,FALSE,black,27.54,10,9,Smartphone stands
1/23/2017,13,20,FALSE,black,25.98,10,9,Smartphone stands
1/30/2017,13,30,TRUE,black,22.09,10,9,Smartphone stands
2/6/2017,13,25,FALSE,black,28.2,10,9,Smartphone stands
2/13/2017,13,15,FALSE,black,29.14,10,9,Smartphone stands
2/20/2017,13,17,FALSE,black,27.29,10,9,Smartphone stands
2/27/2017,13,10,FALSE,black,26.59,10,9,Smartphone stands
3/6/2017,13,28,TRUE,black,22.78,10,9,Smartphone stands
3/13/2017,13,23,FALSE,black,28.15,10,9,Smartphone stands
3/20/2017,13,15,FALSE,black,27.18,10,9,Smartphone stands
3/27/2017,13,10,FALSE,black,26.59,10,9,Smartphone stands
4/3/2017,13,17,TRUE,black,20.99,10,9,Smartphone stands
4/10/2017,13,10,FALSE,black,29.69,10,9,Smartphone stands
4/17/2017,13,38,FALSE,black,28.69,10,9,Smartphone stands
4/24/2017,13,5,FALSE,black,28.69,10,9,Smartphone stands
5/1/2017,13,7,FALSE,black,29.69,10,9,Smartphone stands
5/8/2017,13,11,FALSE,black,27.63,10,9,Smartphone stands
5/15/2017,13,24,TRUE,black,20.74,10,9,Smartphone stands
5/22/2017,13,9,FALSE,black,26.73,10,9,Smartphone stands
5/29/2017,13,45,TRUE,black,20.99,10,9,Smartphone stands
6/5/2017,13,13,FALSE,black,29.69,10,9,Smartphone stands
6/12/2017,13,19,FALSE,black,28.07,10,9,Smartphone stands
6/19/2017,13,63,TRUE,black,20.99,10,9,Smartphone stands
6/26/2017,13,5,FALSE,black,29.69,10,9,Smartphone stands
7/3/2017,13,20,FALSE,black,27.69,10,9,Smartphone stands
7/10/2017,13,3,FALSE,black,28.69,10,9,Smartphone stands
7/17/2017,13,12,FALSE,black,28.69,10,9,Smartphone stands
7/24/2017,13,14,FALSE,black,29.69,10,9,Smartphone stands
7/31/2017,13,25,FALSE,black,28.69,10,9,Smartphone stands
8/7/2017,13,19,FALSE,black,27.69,10,9,Smartphone stands
8/14/2017,13,15,FALSE,black,28.25,10,9,Smartphone stands
8/21/2017,13,13,FALSE,black,27.49,10,9,Smartphone stands
8/28/2017,13,7,FALSE,black,26.49,10,9,Smartphone stands
9/4/2017,13,6,FALSE,black,26.49,10,9,Smartphone stands
9/11/2017,13,15,FALSE,black,27.49,10,9,Smartphone stands
9/18/2017,13,14,FALSE,black,23.77,10,9,Smartphone stands
9/25/2017,13,19,FALSE,black,26.49,10,9,Smartphone stands
10/2/2017,13,14,FALSE,black,27.49,10,9,Smartphone stands
10/9/2017,13,18,FALSE,black,25.66,10,9,Smartphone stands
10/16/2017,13,16,FALSE,black,27.49,10,9,Smartphone stands
10/23/2017,13,26,FALSE,black,26.49,10,9,Smartphone stands
10/30/2017,13,20,FALSE,black,27.49,10,9,Smartphone stands
11/6/2017,13,8,FALSE,black,25.49,10,9,Smartphone stands
11/13/2017,13,4,FALSE,black,26.49,10,9,Smartphone stands
11/20/2017,13,15,FALSE,black,27.49,10,9,Smartphone stands
11/27/2017,13,10,FALSE,black,26.49,10,9,Smartphone stands
12/4/2017,13,12,FALSE,black,27.49,10,9,Smartphone stands
12/11/2017,13,8,FALSE,black,27.49,10,9,Smartphone stands
12/18/2017,13,16,FALSE,black,26.49,10,9,Smartphone stands
12/25/2017,13,7,FALSE,black,24.11,10,9,Smartphone stands
1/1/2018,13,11,FALSE,black,26.49,10,9,Smartphone stands
1/8/2018,13,9,FALSE,black,26.49,10,9,Smartphone stands
1/15/2018,13,16,FALSE,black,27.49,10,9,Smartphone stands
1/22/2018,13,12,FALSE,black,27.49,10,9,Smartphone stands
1/29/2018,13,26,FALSE,black,23.48,10,9,Smartphone stands
2/5/2018,13,17,FALSE,black,27.49,10,9,Smartphone stands
2/12/2018,13,15,TRUE,black,25.49,10,9,Smartphone stands
2/19/2018,13,11,FALSE,black,25.49,10,9,Smartphone stands
2/26/2018,13,11,FALSE,black,26.49,10,9,Smartphone stands
3/5/2018,13,17,FALSE,black,28,10,9,Smartphone stands
3/12/2018,13,18,FALSE,black,29.67,10,9,Smartphone stands
3/19/2018,13,18,FALSE,black,27.33,10,9,Smartphone stands
3/26/2018,13,17,FALSE,black,27.49,10,9,Smartphone stands
4/2/2018,13,13,FALSE,black,26.49,10,9,Smartphone stands
4/9/2018,13,12,FALSE,black,26.49,10,9,Smartphone stands
4/16/2018,13,18,FALSE,black,25.49,10,9,Smartphone stands
4/23/2018,13,16,FALSE,black,26.49,10,9,Smartphone stands
4/30/2018,13,19,FALSE,black,27.49,10,9,Smartphone stands
5/7/2018,13,19,FALSE,black,27.49,10,9,Smartphone stands
5/14/2018,13,23,FALSE,black,25.21,10,9,Smartphone stands
5/21/2018,13,29,FALSE,black,26.79,10,9,Smartphone stands
5/28/2018,13,17,FALSE,black,25.49,10,9,Smartphone stands
6/4/2018,13,18,FALSE,black,25.32,10,9,Smartphone stands
6/11/2018,13,31,TRUE,black,24.96,10,9,Smartphone stands
6/18/2018,13,28,FALSE,black,19.78,10,9,Smartphone stands
6/25/2018,13,28,FALSE,black,18.78,10,9,Smartphone stands
7/2/2018,13,17,FALSE,black,18.78,10,9,Smartphone stands
7/9/2018,13,24,FALSE,black,18.54,10,9,Smartphone stands
7/16/2018,13,28,FALSE,black,18.69,10,9,Smartphone stands
7/23/2018,13,14,FALSE,black,21.46,10,9,Smartphone stands
7/30/2018,13,19,FALSE,black,27.18,10,9,Smartphone stands
8/6/2018,13,22,FALSE,black,26.3,10,9,Smartphone stands
8/13/2018,13,15,FALSE,black,24.9,10,9,Smartphone stands
8/20/2018,13,21,FALSE,black,26.49,10,9,Smartphone stands
8/27/2018,13,17,FALSE,black,25.49,10,9,Smartphone stands
9/3/2018,13,16,FALSE,black,25.49,10,9,Smartphone stands
9/10/2018,13,14,FALSE,black,25.57,10,9,Smartphone stands
9/17/2018,13,24,FALSE,black,25.47,10,9,Smartphone stands
9/24/2018,13,27,TRUE,black,26.2,10,9,Smartphone stands
10/31/2016,14,47,TRUE,black,31.89,10,9,Smartphone stands
11/7/2016,14,49,TRUE,black,27.78,10,9,Smartphone stands
11/14/2016,14,49,TRUE,black,31.3,10,9,Smartphone stands
11/21/2016,14,43,TRUE,black,27.08,10,9,Smartphone stands
11/28/2016,14,64,TRUE,black,25.8,10,9,Smartphone stands
12/5/2016,14,51,TRUE,black,27.48,10,9,Smartphone stands
12/12/2016,14,49,TRUE,black,26.54,10,9,Smartphone stands
12/19/2016,14,34,TRUE,black,26.49,10,9,Smartphone stands
12/26/2016,14,54,TRUE,black,27.78,10,9,Smartphone stands
1/2/2017,14,47,TRUE,black,27.01,10,9,Smartphone stands
1/9/2017,14,42,TRUE,black,27.18,10,9,Smartphone stands
1/16/2017,14,64,TRUE,black,26.17,10,9,Smartphone stands
1/23/2017,14,48,TRUE,black,25.59,10,9,Smartphone stands
1/30/2017,14,49,FALSE,black,31.31,10,9,Smartphone stands
